2019-04-14 21:51:59.881 | DEBUG    | __main__:<module>:116 - Loading input file...
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.890 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.891 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.891 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.891 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.891 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.892 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.892 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.892 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.892 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.893 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.893 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.893 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.893 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.893 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.894 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.894 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.894 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.894 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.894 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.895 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.896 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.897 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.898 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.898 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.898 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.898 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.899 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.900 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.901 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.901 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.901 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.901 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.901 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.902 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.903 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.903 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.903 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.903 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.903 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.904 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.904 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.904 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.904 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.904 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.905 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.906 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.907 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.908 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.908 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.908 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.908 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.908 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.909 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.909 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.909 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.909 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.909 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.910 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.911 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.911 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.911 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.911 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.911 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.912 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.913 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.914 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.915 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.915 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.915 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.915 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.916 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.917 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.918 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.918 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.918 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.918 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.918 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.919 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.920 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.921 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.921 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.921 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.921 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.921 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.922 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.923 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.923 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.923 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.923 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.924 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.924 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.924 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.924 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.924 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.925 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
2019-04-14 21:51:59.925 | WARNING  | __main__:calculate_additional_fields:72 - Some data not decoded. Could not get square root price due to invalid total price.
